id,serial,field,old_value,new_value,changed_at,source,site
596,JYZZEAABCJEBB0BKZ,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
597,AME31LC000P388C0A26QG2001,location,"",28.1.13,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
598,AME31LC000P388C0A26QG2001,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
599,AME31LC000P6RXC0A26QG2503,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
600,AME31LC000P6RXC0A26QG2503,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
601,JYZZEAABCJEBB08KC,location,"",36.7.16,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
602,JYZZEAABCJEBB08KC,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
603,AME31LC000P3JYC0A26QG2001,location,"",30.7.7,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
604,AME31LC000P3JYC0A26QG2001,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
605,JYZZEAABCJEBB0LVC,location,"",9.5.16,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
606,JYZZEAABCJEBB0LVC,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
607,AME31LC000P39NC0A26QG2001,location,"",17.1.3,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
608,AME31LC000P39NC0A26QG2001,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
609,JYZZEAABCJEBB0E4P,location,"",44.11.6,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
610,JYZZEAABCJEBB0E4P,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
611,AME31LC000P4MXC0A26QG2101,location,"",16.5.14,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
612,AME31LC000P4MXC0A26QG2101,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
613,AMD61LC000N733C0A21QE0101,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
614,AMD61LC000N733C0A21QE0101,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
615,JYZZEAABCJEBB0BMN,location,"",4.4.7,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
616,JYZZEAABCJEBB0BMN,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
617,AME31LC000P3C9C0A26QG2001,location,"",29.1.4,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
618,AME31LC000P3C9C0A26QG2001,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
619,AMD61LC000N74KC0A21QE0101,location,"",28.8.8,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
620,AMD61LC000N74KC0A21QE0101,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
621,AMD61LC000L37XC2A21SN2403,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
622,AMD61LC000L37XC2A21SN2403,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
623,JYZZEAABCJEBB0ERX,location,"",39.9.16,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
624,JYZZEAABCJEBB0ERX,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
625,AME31LC000P764C0A26QG2503,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
626,AME31LC000P764C0A26QG2503,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
627,JYZZEAABCJEBB0FJL,location,"",10.3.11,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
628,JYZZEAABCJEBB0FJL,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
629,JYZZEABBCJEBB0AW7,location,"",1.4.1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
630,JYZZEABBCJEBB0AW7,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
631,JYZZEAABCJEBB0FYW,location,"",4.6.8,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
632,JYZZEAABCJEBB0FYW,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
633,JYZZEAABCJEBB0MKL,location,"",9.2.14,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
634,JYZZEAABCJEBB0MKL,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
635,JYZZEAABCJEBB0BJ0,location,"",3.4.7,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
636,JYZZEAABCJEBB0BJ0,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
637,AME31LC000P1MRC0A26QG1605,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
638,AME31LC000P1MRC0A26QG1605,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
639,JYZZEAABCJEBB0ATW,location,"",10.1.8,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
640,JYZZEAABCJEBB0ATW,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
641,JYZZEAABCJEBB0F60,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
642,JYZZEAABCJEBB0F60,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.335+00","Mining Ops Admin",
643,JYZZEAABCJEBB0L7L,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
644,JYZZEAABCJEBB0L7L,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.335+00","Mining Ops Admin",
645,JYZZEAABCJEBB0GNP,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
646,JYZZEAABCJEBB0GNP,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.335+00","Mining Ops Admin",
647,JYZZEAABCJEBB0J2K,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
648,JYZZEAABCJEBB0J2K,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.335+00","Mining Ops Admin",
649,JYZZEAABCJEBB0J1A,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
650,JYZZEAABCJEBB0J1A,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.335+00","Mining Ops Admin",
651,JYZZEAABCJEBB0N0G,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
652,JYZZEAABCJEBB0N0G,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.335+00","Mining Ops Admin",
653,JYZZEAABCJFBH084S,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
654,JYZZEAABCJFBH084S,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.335+00","Mining Ops Admin",
655,JYZZEAABCJEBB0GYT,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
656,JYZZEAABCJEBB0GYT,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.335+00","Mining Ops Admin",
657,JYZZEAABCJEBB0D8W,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
658,JYZZEAABCJEBB0D8W,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.335+00","Mining Ops Admin",
659,JYZZEAABCJEBB0MKR,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
660,JYZZEAABCJEBB0MKR,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.335+00","Mining Ops Admin",
661,JYZZEAABCJEBB0BTE,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
662,JYZZEAABCJEBB0BTE,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.335+00","Mining Ops Admin",
663,JYZZEABBCJEBB0VB4,location,"",WH2,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
664,JYZZEABBCJEBB0VB4,latest_status,"",Consolidated,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
665,JYZZEAABCJFBH0D4F,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
666,JYZZEAABCJFBH0D4F,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.335+00","Mining Ops Admin",
667,DGAHGBBBEJDAD00WX,location,"","MadZ DC","2026-08-14 03:37:15.335+00","Mining Ops Admin",
668,DGAHGBBBEJDAD00WX,latest_status,"","Faulty + Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
669,SMTTEABBCJEJI025V,location,"",34.5.9,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
670,SMTTEABBCJEJI025V,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
671,JYZZEAABCJEBB0JDD,location,"",4.2.10,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
672,JYZZEAABCJEBB0JDD,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
673,JYZZEAABCJBBG00SD,location,"",4.12.12,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
674,JYZZEAABCJBBG00SD,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
675,JYZZEABBCJFBH0DV1,location,"",3.2.10,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
676,JYZZEABBCJFBH0DV1,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
677,NGSBEAABCJDAA0BDV,location,"",28.10.9,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
678,NGSBEAABCJDAA0BDV,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
679,NGSBEAABCJEJD01SF,location,"",39.5.8,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
680,NGSBEAABCJEJD01SF,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
681,NGSBEAABCJDAA0AZE,location,"",32.4.13,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
682,NGSBEAABCJDAA0AZE,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
683,SMTTEABBCJEJI01ZH,location,"",7.5.4,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
684,SMTTEABBCJEJI01ZH,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
685,NGSBEABBCJCJA3015,location,"",36.12.13,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
686,NGSBEABBCJCJA3015,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
687,SMTTEABBCJEJI0212,location,"",7.6.11,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
688,SMTTEABBCJEJI0212,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
689,SMTTEABBCJCJF07FG,location,"",10.1.15,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
690,SMTTEABBCJCJF07FG,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
691,SMTTEABBBAAJC0117,location,"",37.7.2,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
692,SMTTEABBBAAJC0117,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
693,NGSBEAABCJDAA0ABS,location,"",13.7.6,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
694,NGSBEAABCJDAA0ABS,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
695,NGSBEAABCJDAA0BE1,location,"",6.5.3,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
696,NGSBEAABCJDAA0BE1,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
697,JYZZEABBCJFBH0YZ5,location,"",8.2.15,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
698,JYZZEABBCJFBH0YZ5,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
699,NGSBEAABCJEJD01R8,location,"",14.5.5,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
700,NGSBEAABCJEJD01R8,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
701,JYZZEAABCJFBH0D13,location,"",39.5.16,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
702,JYZZEAABCJFBH0D13,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
703,NGSBEABBCJDAA090J,location,"",6.12.2,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
704,NGSBEABBCJDAA090J,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
705,NGSBEABBCJEJD02W1,location,"",7.2.8,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
706,NGSBEABBCJEJD02W1,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
707,NGSBEAABCJDAA0BHL,location,"",13.9.10,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
708,NGSBEAABCJDAA0BHL,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
709,SMTTEABBBAAJC00LC,location,"",10.5.2,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
710,SMTTEABBBAAJC00LC,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
711,JYZZEABBCJEBB0ME6,location,"",12.3.15,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
712,JYZZEABBCJEBB0ME6,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
713,SMTTEABBBAAJC00CK,location,"",23.8.1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
714,SMTTEABBBAAJC00CK,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
715,JYZZEAABCJFBH0FA6,location,"",6.1.16,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
716,JYZZEAABCJFBH0FA6,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
717,JYZZEAABCJHJH05E3,location,"",14.5.8,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
718,JYZZEAABCJHJH05E3,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
719,JYZZEAABCJFBH0K05,location,"",14.6.16,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
720,JYZZEAABCJFBH0K05,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
721,NGSBEAABCJEJD01PY,location,"",45.6.4,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
722,NGSBEAABCJEJD01PY,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
723,SMTTEABBBAAJC00V2,location,"",37.5.14,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
724,SMTTEABBBAAJC00V2,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
725,NGSBEAABCJEJD05B8,location,"",8.6.2,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
726,NGSBEAABCJEJD05B8,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
727,NGSBEAABCJEJD030M,location,"",40.6.16,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
728,NGSBEAABCJEJD030M,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
729,SMTTEABBBAAJC00P3,location,"",9.5.10,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
730,SMTTEABBBAAJC00P3,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
731,NGSBEAABCJEJD04GP,location,"",13.5.9,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
732,NGSBEAABCJEJD04GP,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
733,NGSBEAABCJEJD03YB,location,"",11.9.4,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
734,NGSBEAABCJEJD03YB,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
735,NGSBEAABCJDAA0BDY,location,"",35.4.16,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
736,NGSBEAABCJDAA0BDY,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
737,JYZZEAABCJEBB0FRA,location,"",46.8.14,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
738,JYZZEAABCJEBB0FRA,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
739,JYZZEAABCJEBB0GSC,location,"",8.6.10,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
740,JYZZEAABCJEBB0GSC,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
741,JYZZEAABCJEBB0H0M,location,"",10.2.9,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
742,JYZZEAABCJEBB0H0M,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
743,JYZZEAABCJEBB075N,location,"",6.3.16,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
744,JYZZEAABCJEBB075N,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
745,JYZZEAABCJFBH08E4,location,"",11.1.12,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
746,JYZZEAABCJFBH08E4,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
747,JYZZEAABCJFBH08AS,location,"",34.4.6,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
748,JYZZEAABCJFBH08AS,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
749,JYZZEAABCJFBH08AA,location,"",10.8.2,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
750,JYZZEAABCJFBH08AA,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
751,JYZZEAABCJEBB0H39,location,"",1.3.8,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
752,JYZZEAABCJEBB0H39,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
753,JYZZEAABCJEBB0C16,location,"",7.10.15,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
754,JYZZEAABCJEBB0C16,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
755,JYZZEAABCJEBB0H14,location,"",33.4.12,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
756,JYZZEAABCJEBB0H14,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
757,JYZZEAABCJEBB074L,location,"",9.4.2,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
758,JYZZEAABCJEBB074L,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
759,JYZZEAABCJEBB0FBR,location,"",8.4.4,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
760,JYZZEAABCJEBB0FBR,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
761,JYZZEAABCJEBB0FHW,location,"",13.11.14,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
762,JYZZEAABCJEBB0FHW,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
763,JYZZEAABCJEBB0FMG,location,"",29.4.7,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
764,JYZZEAABCJEBB0FMG,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
765,JYZZEAABCJBBG000M,location,"",11.11.16,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
766,JYZZEAABCJBBG000M,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
767,JYZZEAABCJEBB0GPE,location,"",48.6.13,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
768,JYZZEAABCJEBB0GPE,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
769,JYZZEAABCJEBB0HJH,location,"",12.3.8,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
770,JYZZEAABCJEBB0HJH,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
771,JYZZEAABCJEBB0H41,location,"",3.5.9,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
772,JYZZEAABCJEBB0H41,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
773,JYZZEAABCJFBH0K3A,location,"",1.3.6,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
774,JYZZEAABCJFBH0K3A,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
775,AME31LC000P75CC0A26QG2503,location,"",21.12.3,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
776,AME31LC000P75CC0A26QG2503,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
777,JYZZEABBCJEBB0SYZ,location,"",33.5.9,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
778,JYZZEABBCJEBB0SYZ,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
779,JYZZEABBCJFBH08EE,location,"",9.5.14,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
780,JYZZEABBCJFBH08EE,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
781,JYZZEABBCJFBH09SY,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
782,JYZZEABBCJFBH09SY,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.335+00","Mining Ops Admin",
783,JYZZEAABCJFBH09C1,location,"",5.3.16,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
784,JYZZEAABCJFBH09C1,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
785,JYZZEAABCJEBB0HYD,location,"",5.2.3,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
786,JYZZEAABCJEBB0HYD,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
787,JYZZEABBCJEBB0CAX,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
788,JYZZEABBCJEBB0CAX,latest_status,"","For Diagnosis","2026-08-14 03:37:15.335+00","Mining Ops Admin",
789,AMD61LC000N7A9C0A21QE0101,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
790,AMD61LC000N7A9C0A21QE0101,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
791,JYZZEAABCJEBB0F7N,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
792,JYZZEAABCJEBB0F7N,latest_status,"","For Diagnosis","2026-08-14 03:37:15.335+00","Mining Ops Admin",
793,JYZZEAABCJBBG00FH,location,"",20.10.7,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
794,JYZZEAABCJBBG00FH,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
795,JYZZEAABCJEBB0HB7,location,"",3.4.9,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
796,JYZZEAABCJEBB0HB7,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
797,JYZZEAABCJEBB0GNS,location,"",5.2.10,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
798,JYZZEAABCJEBB0GNS,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
799,JYZZEAABCJEBB0F63,location,"",5.3.2,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
800,JYZZEAABCJEBB0F63,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
801,JYZZEABBCJFBH0E51,location,"",3.7.2,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
802,JYZZEABBCJFBH0E51,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
803,JYZZEABBCJFBH08C9,location,"",3.12.7,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
804,JYZZEABBCJFBH08C9,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
805,JYZZEABBCJEBB0BEF,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
806,JYZZEABBCJEBB0BEF,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.335+00","Mining Ops Admin",
807,JYZZEAABCJEBB0GR3,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
808,JYZZEAABCJEBB0GR3,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.335+00","Mining Ops Admin",
809,JYZZEAABCJEBB0JCK,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
810,JYZZEAABCJEBB0JCK,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.335+00","Mining Ops Admin",
811,JYZZEAABCJEBB0BN3,location,"",7.1.7,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
812,JYZZEAABCJEBB0BN3,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
813,AMD61LC000L5UAC0A21SQ1001,location,"",24.6.7,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
814,AMD61LC000L5UAC0A21SQ1001,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
815,AMD61LC000L37HC2A21SN2403,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
816,AMD61LC000L37HC2A21SN2403,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
817,AMD61LC000N7AEC0A21QE0101,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
818,AMD61LC000N7AEC0A21QE0101,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
819,AME31LC000P6T3C0A26QG2503,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
820,AME31LC000P6T3C0A26QG2503,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
821,AME31LC000P7Y8C0A26QG2702,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
822,AME31LC000P7Y8C0A26QG2702,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
823,AMD61LC000N79UC0A21QE0101,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
824,AMD61LC000N79UC0A21QE0101,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
825,AMD61LC000N79XC0A21QE0101,location,"",19.1.12,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
826,AMD61LC000N79XC0A21QE0101,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
827,AME31LC000P21XC0A26QG1801,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
828,AME31LC000P21XC0A26QG1801,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
829,JYZZEAABCJEBB0GKW,location,"",17.10.16,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
830,JYZZEAABCJEBB0GKW,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
